structure_id,set_id,group,theme,terrain_adaptation,structure_type,source
dungeons_arise:foundry,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:greenwood_pub,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:heavenly_challenger,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:heavenly_conqueror,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:heavenly_rider,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:illager_campsite,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:illager_corsair,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:illager_fort,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:illager_galley,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:illager_windmill,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:infested_temple,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:keep_kayra,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:kisegi_sanctuary,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mechanical_nest,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:merchant_campsite,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mining_complex,dungeons_arise:major_structures,endgame,dungeon,bury,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:monastery,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mushroom_house,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mushroom_mines,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mushroom_village,dungeons_arise:major_structures,endgame,dungeon,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:plague_asylum,dungeons_arise:major_structures,endgame,dungeon,bury,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:scorched_mines,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:shiraz_palace,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:small_blimp,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:thornborn_towers,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:typhon,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:undead_pirate_ship,dungeons_arise:major_structures,endgame,dungeon,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
epic:large_dungeon,epic:large_dungeons,endgame,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:large_ice_dungeon,epic:large_dungeons,endgame,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
epic:large_sand_dungeon,epic:large_dungeons,endgame,dungeon,none,minecraft:jigsaw,Epic Dungeons 1.2.3.jar
mes:mega_ship,mes:mega_ship,endgame,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_basic,mes:mega_ship_basic,endgame,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_crashed,mes:mega_ship_crashed,endgame,maritime,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_crashed_2,mes:mega_ship_crashed_2,endgame,maritime,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_crashed_deepslate,mes:mega_ship_crashed_deepslate,endgame,maritime,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_deepslate,mes:mega_ship_deepslate,endgame,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_deepslate_2,mes:mega_ship_deepslate_2,endgame,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mega_ship_deepslate_3,mes:mega_ship_deepslate_3,endgame,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mns:dragon_arena,mns:mega_arenas,endgame,dungeon,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:large_arena,mns:mega_arenas,endgame,dungeon,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:mega_fortress,mns:mega_fortress,endgame,dungeon,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:small_arena,mns:mega_arenas,endgame,dungeon,beard_box,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mss:arena,mss:arena,endgame,dungeon,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mtr:stronghold,mtr:stronghold,endgame,dungeon,bury,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
betterstrongholds:stronghold,betterstrongholds:stronghold,endgame,dungeon,none,yungsapi:yung_jigsaw,YungsBetterStrongholds-1.21.1-Fabric-5.1.3.jar
nova_structures:illager_manor,minecraft:woodland_mansions,endgame,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:lone_citadel,nova_structures:stray_fort,endgame,dungeon,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:stray_fort,nova_structures:stray_fort,endgame,dungeon,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
minecraft:mansion,minecraft:woodland_mansions,endgame,dungeon,none,minecraft:woodland_mansion,vanilla
explorify:badlands_pyramid,explorify:badlands_pyramids,landmarks,landmark,none,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:black_spiral,explorify:black_spirals,landmarks,landmark,none,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:desert_shrine,explorify:desert_shrines,landmarks,landmark,none,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:mausoleum,explorify:mausoleums,landmarks,landmark,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:watchtower/plains,explorify:watchtowers,landmarks,landmark,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:watchtower/savanna,explorify:watchtowers,landmarks,landmark,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:watchtower/taiga,explorify:watchtowers,landmarks,landmark,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
mes:ender_spire,mes:ender_spire,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:enderkeep_courtyard,mes:enderkeep_courtyard,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:enderwatch_tower,mes:enderwatch_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:manuscript_shrine,mes:manuscript_shrine,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:monolith,mes:monolith,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mes:mystical_archway,mes:mystical_archway,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mns:bridge_1,mns:bridge_1,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:bridge_2,mns:bridge_2,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:bridge_3,mns:bridge_3,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:bridge_4,mns:bridge_4,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:bridge_5,mns:bridge_5,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:bridge_6,mns:bridge_6,landmarks,landmark,none,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:copper_tower,mns:copper_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:crimson_forge,mns:crimson_forge,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:nether_tower,mns:nether_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:shrine,mns:shrine,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:smoking_shrine,mns:shrine,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:sword,mns:sword,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:train,mns:train,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mss:castle_ruin,mss:castle_ruin,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:castle_tower,mss:castle_tower,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:desert_pyramid,mss:desert_pyramid,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:large_tower,mss:large_tower,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:nether_portal,mss:nether_portal,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:small_tower,mss:small_tower,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:volcano,mss:volcano,landmarks,landmark,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mtr:badlands_temple,mtr:badlands_temple,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
mtr:desert_temple,mtr:desert_temple,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
mtr:jungle_temple,mtr:jungle_temple,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
mtr:nether_temple,mtr:nether_temple,landmarks,landmark,beard_box,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
mvs:cartographer_tower,mvs:cartographer_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:castle_ruins,mvs:castle_ruins,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:cathedral,mvs:cathedral,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:crystal,mvs:crystal,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:diorite_tower,mvs:diorite_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:duck,mvs:duck,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:jungle_tower,mvs:jungle_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:large_warped_tower,mvs:large_warped_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:mushroom_statue,mvs:mushroom_statue,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:red_tower,mvs:red_tower,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:small_tower_well,mvs:small_tower_well,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:statue_ruins,mvs:statue_ruins,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:stone_fountain,mvs:stone_fountain,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:sunzi_gate,mvs:sunzi_gate,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:tree_monument,mvs:tree_monument,landmarks,landmark,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
philipsruins:ancient_towers,philipsruins:ancient_towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
structory_towers:ancient_temple,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:end/end_tower,structory_towers:end_towers,landmarks,landmark,none,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:engineer_tower,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:farmer_outpost,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:foraging_outpost,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:great_toadstool,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:lighthouse,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:mirage_outpost,structory_towers:rare_towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:nether/fortress_tower,structory_towers:nether_towers,landmarks,landmark,beard_box,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:nether/strange_outpost,structory_towers:nether_towers,landmarks,landmark,beard_box,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:nether/warped_outpost,structory_towers:nether_towers,landmarks,landmark,none,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:nomad_outpost,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:ocean_pillar,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:overgrown_mangrove,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:pillager_lookout,structory_towers:rare_towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:quarter_outpost,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:sacred_relic_temple,structory_towers:rare_towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:small_firetower,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:taiga_outpost,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:warped_greatsword,structory_towers:ultra_rare_towers,landmarks,landmark,beard_box,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
structory_towers:wizard_tower,structory_towers:towers,landmarks,landmark,beard_thin,minecraft:jigsaw,Structory_Towers_26.2_v1.0.17.jar
terralith:mage_complex,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:mage_tower,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:mage_tower_autumn,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:mage_tower_spring,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:mage_tower_summer,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:mage_tower_winter,terralith:mage,landmarks,landmark,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
nova_structures:end_castle,nova_structures:end_castle,landmarks,landmark,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:shrine_tower,nova_structures:shrine_tower,landmarks,landmark,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
paradise_lost:aurel_tower,paradise_lost:aurel_tower,landmarks,landmark,beard_thin,paradise_lost:aurel_tower,paradise-lost-2.4.6-beta+1.21.1.jar
paradise_lost:birdcage,paradise_lost:birdcage,landmarks,landmark,none,minecraft:jigsaw,paradise-lost-2.4.6-beta+1.21.1.jar
paradise_lost:palace,paradise_lost:palace,landmarks,landmark,none,minecraft:jigsaw,paradise-lost-2.4.6-beta+1.21.1.jar
minecraft:desert_pyramid,minecraft:desert_pyramids,landmarks,landmark,none,minecraft:desert_pyramid,vanilla
minecraft:igloo,minecraft:igloos,landmarks,landmark,none,minecraft:igloo,vanilla
minecraft:jungle_pyramid,minecraft:jungle_temples,landmarks,landmark,none,minecraft:jungle_temple,vanilla
explorify:supply_cache/birch,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/dark,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/desert,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/forest,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/jungle,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/mangrove,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:supply_cache/taiga,explorify:supply_caches,loot,loot,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
mvs:crimson_enchanting_table,mvs:crimson_enchanting_table,loot,loot,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:lamp_chest,mvs:lamp_chest,loot,loot,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:lecturn_garden,mvs:lecturn_garden,loot,loot,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:ruined_beacon,mvs:ruined_beacon,loot,loot,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
nova_structures:shrine_combat_tier_1,nova_structures:shrines,loot,loot,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:shrine_combat_tier_2,nova_structures:shrines,loot,loot,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:shrine_combat_tier_3,nova_structures:shrines,loot,loot,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:shrine_combat_tier_4,nova_structures:shrines,loot,loot,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:shrine_combat_tier_5,nova_structures:shrines,loot,loot,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
minecraft:buried_treasure,minecraft:buried_treasures,loot,loot,none,minecraft:buried_treasure,vanilla
explorify:end_shipwreck,explorify:end_shipwrecks,maritime,maritime,none,minecraft:jigsaw,Explorify v1.6.5.mod.jar
mes:starlight_voyager,mes:starlight_voyager,maritime,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mtr:ocean_temple,mtr:ocean_temple,maritime,maritime,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsTemplesReimagined-1.21-1.1.3.jar
mvs:ocean_tower,mvs:ocean_tower,maritime,maritime,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:small_ship,mvs:small_ship,maritime,maritime,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
philipsruins:ocean_ruins,philipsruins:ocean_ruins,maritime,maritime,beard_thin,minecraft:jigsaw,Philips-Ruins1.21.1-1.9-Fabric.jar
nova_structures:conduit_ruin,nova_structures:conduit_ruin,maritime,maritime,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:end_lighthouse,nova_structures:end_lighthouses,maritime,maritime,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:end_ship,nova_structures:end_ship,maritime,maritime,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
supplementaries:galleon,supplementaries:galleons,maritime,maritime,none,supplementaries:galleon,supplementaries-fabric-1.21.1-3.8.2.jar
minecraft:monument,minecraft:ocean_monuments,maritime,maritime,none,minecraft:ocean_monument,vanilla
minecraft:ocean_ruin_cold,minecraft:ocean_ruins,maritime,maritime,none,minecraft:ocean_ruin,vanilla
minecraft:ocean_ruin_warm,minecraft:ocean_ruins,maritime,maritime,none,minecraft:ocean_ruin,vanilla
minecraft:shipwreck,minecraft:shipwrecks,maritime,maritime,none,minecraft:shipwreck,vanilla
minecraft:shipwreck_beached,minecraft:shipwrecks,maritime,maritime,none,minecraft:shipwreck,vanilla
dungeons_arise:abandoned_temple,dungeons_arise:minor_structures,settlements,settlement,beard_thin,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:bathhouse,dungeons_arise:minor_structures,settlements,settlement,beard_box,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:fishing_hut,dungeons_arise:minor_structures,settlements,settlement,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:jungle_tree_house,dungeons_arise:minor_structures,settlements,settlement,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:lighthouse,dungeons_arise:minor_structures,settlements,settlement,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:wishing_well,dungeons_arise:minor_structures,settlements,settlement,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
explorify:campsite,explorify:campsites,settlements,settlement,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:dark_forest_settlement,explorify:dark_forest_settlements,settlements,settlement,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:farmstead,explorify:farmsteads,settlements,settlement,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:mangrove_hut,explorify:mangrove_huts,settlements,settlement,none,minecraft:jigsaw,Explorify v1.6.5.mod.jar
explorify:tavern,explorify:taverns,settlements,settlement,beard_thin,minecraft:jigsaw,Explorify v1.6.5.mod.jar
incendium:abandoned_tower,incendium:lesser_structures,settlements,settlement,none,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:infernal_altar,incendium:lesser_structures,settlements,settlement,beard_thin,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:piglin_village,incendium:lesser_structures,settlements,settlement,beard_thin,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:pipeline,incendium:lesser_structures,settlements,settlement,none,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
incendium:quartz_kitchen,incendium:lesser_structures,settlements,settlement,none,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
